0,851968.0,1104688.0,1336816.0,1449760.0,1552096.0,1671072.0,1723488.0,1729728.0,1737736.0,1746004.0,1751828.0,1766804.0,3683732.0,5600660.0,7517588.0,8369556.0,9221524.0,9491092.0,9728836.0,9938500.0,10165012.0,10406500.0,11258468.0,11513060.0,11737700.0,11958596.0,12052612.0,12081732.0,12340068.0,12587172.0,12699700.0,12800164.0,12824292.0,13676260.0,13781924.0,13889252.0,13989300.0,14104116.0,14202292.0,14312948.0,14423604.0,14523236.0,14625572.0,14732484.0,14838564.0,14951924.0,15067572.0,15121860.0,15187380.0,15217748.0,15315092.0,15382484.0,15808468.0,15831348.0,15897804.0,15926924.0,15980276.0,16011684.0,16035812.0,16130868.0,16158844.0,16276780.0,16298620.0,16362268.0,16386812.0,16415516.0,16440788.0,16447860.0,16464708.0,16496844.0,16553004.0,16558048.0,16613376.0,16618680.0,16626168.0,16641144.0,16654248.0,16705416.0,16726528.0,16741972.0,16756116.0,16768596.0,16776396.0,16781908.0,16796416.0,16798132.0,16799744.0
0.7612999677658081,0.7613399624824524,0.7614399790763855,0.7615000009536743,0.7616399526596069,0.7616599798202515,0.7618399858474731,0.7619400024414062,0.761959969997406,0.761959969997406,0.7619999647140503,0.7620799541473389,0.7621200084686279,0.7619799971580505,0.7620399594306946,0.761959969997406,0.7619199752807617,0.7618599534034729,0.7616399526596069,0.7616599798202515,0.76146000623703,0.7614399790763855,0.761419951915741,0.7613999843597412,0.7616199851036072,0.7616599798202515,0.761419951915741,0.7615000009536743,0.7613599896430969,0.7618199586868286,0.7615399956703186,0.76146000623703,0.7614399790763855,0.7614799737930298,0.7611599564552307,0.7611199617385864,0.7611199617385864,0.7609599828720093,0.7608199715614319,0.7609399557113647,0.7608599662780762,0.7610200047492981,0.7609399557113647,0.7607399821281433,0.7607799768447876,0.7604199647903442,0.7606199979782104,0.7607199549674988,0.7608000040054321,0.7609599828720093,0.7610200047492981,0.7608000040054321,0.760699987411499,0.7605800032615662,0.7604999542236328,0.7598999738693237,0.760159969329834,0.7604599595069885,0.7603600025177002,0.7601999640464783,0.7597999572753906,0.7597799897193909,0.7602999806404114,0.7602399587631226,0.7608999609947205,0.7608199715614319,0.7605599761009216,0.7604199647903442,0.7605400085449219,0.7605999708175659,0.7606199979782104,0.7605599761009216,0.7606599926948547,0.7606399655342102,0.7604599595069885,0.7603799700737,0.7605400085449219,0.7609399557113647,0.7609399557113647,0.7607399821281433,0.7604799866676331,0.7607399821281433,0.761139988899231,0.7612999677658081,0.7608199715614319,0.760699987411499,0.7608000040054321,0.7600399851799011
0.0,0.0001117414067266509,0.00015653527225367725,0.0002050676994258538,0.00024026553728617728,0.0002904325956478715,0.00032394289155490696,0.000364904961315915,0.00038673693779855967,0.0004354908596724272,0.0004917045589536428,0.0005238729063421488,0.0005185604095458984,0.0005585215403698385,0.0006609672564081848,0.0007774378755129874,0.0008225588826462626,0.0009131931001320481,0.0009336033253930509,0.0009594573057256639,0.0009976762812584639,0.0010314370738342404,0.0010964492103084922,0.0013063044752925634,0.0014111094642430544,0.0013981922529637814,0.001390852965414524,0.001402072375640273,0.0014015415217727423,0.0015322566032409668,0.0015492950333282351,0.0016133984318003058,0.0015930808149278164,0.0016077574109658599,0.0019472760614007711,0.0020199804566800594,0.0020100835245102644,0.002021604450419545,0.0020541406702250242,0.0021021333523094654,0.0021178671158850193,0.0021631803829222918,0.0021805576980113983,0.0022448196541517973,0.002295719226822257,0.0023334682919085026,0.00238637812435627,0.002478269627317786,0.0024978700093925,0.002534066094085574,0.0025645976420491934,0.002583057153970003,0.0026032631285488605,0.003043798729777336,0.003040601033717394,0.003103169845417142,0.003121647983789444,0.0031959216576069593,0.003292705398052931,0.003265111008659005,0.0032561318948864937,0.0033034987282007933,0.00368590303696692,0.0036943242885172367,0.003950000740587711,0.0038810670375823975,0.004096619319170713,0.004032778088003397,0.004040633328258991,0.0041302889585494995,0.004292522091418505,0.004453034605830908,0.004412858281284571,0.004569852724671364,0.004586073104292154,0.004581907298415899,0.004684787709265947,0.004697773605585098,0.00511822709813714,0.005117714870721102,0.005319247487932444,0.0056804027408361435,0.005456624086946249,0.0059602512046694756,0.005668442230671644,0.006456360220909119,0.007224090863019228,0.008021165616810322
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,29,26,33,31,28,11,7,6,9,4,8,47,44,41,48,45,32,35,32,29,35,43,38,38,23,28,13,23,26,36,36,13,46,25,25,33,34,34,31,37,30,37,39,39,30,27,20,20,19,27,11,40,19,17,16,17,15,16,24,21,24,15,14,18,18,21,7,5,12,14,9,22,6,4,8,5,22,12,2,10,10,3,3,2,1,1
0,2048,135,124,543,123,143,56,30,154,159,28,32,512,512,512,2048,2048,144,127,112,121,129,512,136,120,118,113,70,138,132,541,483,58,512,127,129,481,138,118,133,133,479,123,514,510,545,556,58,70,73,468,72,512,55,71,70,57,302,58,457,269,567,210,68,236,276,243,34,36,309,60,97,133,102,36,32,28,123,203,33,68,60,150,106,31,33,31
0,272160.0,516096.0,640640.0,876512.0,904288.0,1016064.0,1128512.0,1242752.0,1272768.0,1302560.0,1410752.0,2515520.0,3475136.0,4608128.0,5700800.0,6263040.0,7234752.0,7590016.0,8521408.0,8906240.0,9438912.0,9969344.0,10356416.0,10568096.0,10797920.0,11084192.0,11326112.0,11630528.0,12049856.0,12548032.0,12822208.0,13096384.0,13376608.0,13476960.0,13718880.0,13820128.0,13937728.0,13967296.0,14074816.0,14572992.0,14702016.0,14823872.0,14940800.0,15048544.0,15153376.0,15572704.0,15694336.0,15794688.0,15922816.0,16051840.0,16166976.0,16213344.0,16328928.0,16391424.0,16474080.0,16698976.0,16812768.0,16840096.0,17073952.0,17140480.0,17201968.0,17232432.0,17299968.0,17327520.0,17354400.0,17405808.0,17433920.0,17439968.0,17561152.0,17590384.0,17620848.0,17647728.0,17653776.0,17662064.0,17677184.0,17690288.0,17697624.0,17704960.0,17782576.0,17799712.0,17833312.0,17880800.0,17889088.0,17908240.0,17931984.0,17938984.0,18006184.0,18019792.0,18026792.0,18037992.0,18045552.0,18063024.0,18069800.0,18088448.0,18089680.0,18092032.0
0.7612999677658081,0.7617999911308289,0.7620599865913391,0.7620599865913391,0.7624799609184265,0.7626000046730042,0.762779951095581,0.7628399729728699,0.7638199925422668,0.7638999819755554,0.7642799615859985,0.764519989490509,0.7642199993133545,0.764519989490509,0.7641599774360657,0.7639200091362,0.763700008392334,0.7631799578666687,0.7629799842834473,0.7630199790000916,0.762719988822937,0.7624399662017822,0.7625199556350708,0.7620599865913391,0.7620199918746948,0.7617599964141846,0.7619400024414062,0.7619400024414062,0.7613199949264526,0.761199951171875,0.7600199580192566,0.7606199979782104,0.7608199715614319,0.759939968585968,0.7604399919509888,0.7602999806404114,0.7601799964904785,0.7599999904632568,0.7599200010299683,0.7594000101089478,0.7596799731254578,0.7593199610710144,0.7584599852561951,0.758080005645752,0.7576000094413757,0.7571399807929993,0.7559199929237366,0.7563599944114685,0.7567600011825562,0.7561399936676025,0.7561599612236023,0.7547199726104736,0.7542600035667419,0.7549999952316284,0.7542200088500977,0.7548399567604065,0.7535799741744995,0.7533599734306335,0.7533999681472778,0.7529599666595459,0.7525799870491028,0.753279983997345,0.7523799538612366,0.7518999576568604,0.7517199516296387,0.7520399689674377,0.7516799569129944,0.7513200044631958,0.7516199946403503,0.7494199872016907,0.7488200068473816,0.7478199601173401,0.7482999563217163,0.7484599947929382,0.748479962348938,0.7489199638366699,0.748699963092804,0.7484999895095825,0.7488999962806702,0.7478599548339844,0.7474799752235413,0.7476800084114075,0.7461599707603455,0.7468999624252319,0.7461599707603455,0.7467399835586548,0.7458999752998352,0.7434399724006653,0.7436400055885315,0.7422800064086914,0.7424799799919128,0.740839958190918,0.7376999855041504,0.7379399538040161,0.7367199659347534,0.7363199591636658,0.7307199835777283
0.0,0.0007591999601572752,0.0012818843824788928,0.0019013640703633428,0.00327262282371521,0.0033148895017802715,0.004389144945889711,0.006067877635359764,0.008051088079810143,0.008855357766151428,0.010159578174352646,0.017051739618182182,0.01771637611091137,0.01804855465888977,0.01950722560286522,0.02048311196267605,0.02122666873037815,0.022424748167395592,0.0228267889469862,0.023735394701361656,0.02442696876823902,0.025630054995417595,0.026342669501900673,0.026626041159033775,0.02829376608133316,0.03022095561027527,0.028819894418120384,0.028068920597434044,0.02687593176960945,0.02835136093199253,0.029773317277431488,0.03218983858823776,0.034870024770498276,0.032730959355831146,0.03400769084692001,0.033394381403923035,0.03481338173151016,0.03284195810556412,0.03344564512372017,0.03501029312610626,0.038743533194065094,0.03763984143733978,0.03717271238565445,0.035681549459695816,0.03476785495877266,0.035169780254364014,0.03911909833550453,0.04108428582549095,0.04287369176745415,0.04271773248910904,0.04235018789768219,0.04099227860569954,0.043145231902599335,0.04594399780035019,0.04484456777572632,0.04392917826771736,0.047699443995952606,0.04779047891497612,0.04794883728027344,0.051248401403427124,0.05238554999232292,0.054169006645679474,0.054505687206983566,0.055468589067459106,0.05578748509287834,0.0566994771361351,0.05990425497293472,0.06331441551446915,0.06405165791511536,0.06488761305809021,0.06428618729114532,0.06466671079397202,0.06497019529342651,0.06446481496095657,0.06413908302783966,0.06533317267894745,0.06554348766803741,0.06678933650255203,0.06794679164886475,0.07107804715633392,0.07210474461317062,0.0773199275135994,0.0873338133096695,0.08831273019313812,0.08760088682174683,0.08416235446929932,0.08446666598320007,0.08913937956094742,0.09027047455310822,0.09484374523162842,0.09926511347293854,0.10900489240884781,0.11637946218252182,0.1168510690331459,0.12060628831386566,0.12705257534980774,0.15077638626098633
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,29,25,23,13,36,33,39,19,15,24,47,47,41,44,48,44,48,41,45,45,42,42,35,32,32,38,35,43,43,38,26,23,28,26,34,36,13,31,46,28,31,33,30,25,46,30,37,34,37,39,11,27,20,11,40,27,19,40,20,17,16,17,15,16,14,21,4,24,21,18,18,7,7,5,8,9,6,14,5,12,22,4,8,12,6,22,2,9,10,3,10,3,2,1,1
0,135,121,139,117,62,499,502,510,67,266,483,274,238,281,271,1255,241,793,231,859,1189,1184,864,105,114,142,120,151,234,278,136,136,139,112,120,113,525,66,120,278,144,136,522,481,117,234,543,112,143,144,514,46,516,62,82,251,508,61,261,66,61,68,67,246,60,51,251,27,541,261,272,240,27,37,30,26,131,131,77,34,300,106,37,38,212,125,150,27,125,50,135,78,121,37,22,42
0,946944.0,1769472.0,2001024.0,2277504.0,2488320.0,2942976.0,3031296.0,3144192.0,3159744.0,3165408.0,4136544.0,4618464.0,5555040.0,6353376.0,6657888.0,7490784.0,7680864.0,7846752.0,8093856.0,8346144.0,8541408.0,8733216.0,8877024.0,9208800.0,9330720.0,9564000.0,9773088.0,10200096.0,10226976.0,10477536.0,10934112.0,11017824.0,11155104.0,11261856.0,11370144.0,11729568.0,11850144.0,11950752.0,12040608.0,12370464.0,12446496.0,12542496.0,12595296.0,13022304.0,13096992.0,13119264.0,13199904.0,13315872.0,13375200.0,13480032.0,13839456.0,13884384.0,13915104.0,13980768.0,14072544.0,14127840.0,14328288.0,14383584.0,14402016.0,14460768.0,14487648.0,14680416.0,14710464.0,14817216.0,14853696.0,14875968.0,14902944.0,14992800.0,15044640.0,15057312.0,15062304.0,15081408.0,15086400.0,15108576.0,15115872.0,15170304.0,15226464.0,15258816.0,15266160.0,15276960.0,15283488.0,15289248.0,15301344.0,15318192.0,15323136.0,15369216.0,15421440.0,15428736.0,15445536.0,15455712.0,15474288.0,15488688.0,15495312.0,15504384.0,15505728.0,15507456.0
0.7612999677658081,0.7613199949264526,0.7613799571990967,0.7614399790763855,0.7614799737930298,0.7615199685096741,0.7615399956703186,0.7615799903869629,0.7616199851036072,0.7616199851036072,0.7616399526596069,0.7614399790763855,0.7615799903869629,0.7615199685096741,0.7615199685096741,0.7613799571990967,0.7615399956703186,0.7614399790763855,0.7613799571990967,0.7614799737930298,0.7614799737930298,0.7613799571990967,0.7612800002098083,0.7611799836158752,0.7612199783325195,0.7612599730491638,0.7612199783325195,0.761199951171875,0.7613599896430969,0.7612800002098083,0.761419951915741,0.7613399624824524,0.7613399624824524,0.76146000623703,0.7615799903869629,0.7615199685096741,0.7615000009536743,0.7615999579429626,0.7615399956703186,0.7615199685096741,0.7615999579429626,0.761419951915741,0.7614399790763855,0.761419951915741,0.7614799737930298,0.76146000623703,0.7614399790763855,0.7613199949264526,0.7613799571990967,0.7613999843597412,0.7612800002098083,0.7612800002098083,0.7613199949264526,0.761199951171875,0.7613399624824524,0.761199951171875,0.7611599564552307,0.7613199949264526,0.761419951915741,0.7612400054931641,0.761419951915741,0.7613999843597412,0.7610999941825867,0.7610200047492981,0.7612800002098083,0.7612599730491638,0.7612599730491638,0.7613199949264526,0.7612199783325195,0.7612199783325195,0.7612199783325195,0.7611599564552307,0.7610999941825867,0.7611599564552307,0.7610599994659424,0.7610599994659424,0.761199951171875,0.7610599994659424,0.7612199783325195,0.7612199783325195,0.761199951171875,0.761139988899231,0.7611799836158752,0.7611799836158752,0.7612199783325195,0.7612599730491638,0.7613399624824524,0.7613399624824524,0.7612599730491638,0.7612999677658081,0.7611799836158752,0.7611599564552307,0.7609399557113647,0.7609599828720093,0.7610399723052979,0.7610599994659424,0.7609800100326538
0.0,1.4459524209087249e-06,2.640098045958439e-06,4.598173745762324e-06,7.485520200134488e-06,8.563876690459438e-06,1.534272450953722e-05,1.647492535994388e-05,1.9476765373838134e-05,2.806619340844918e-05,5.1290167903061956e-05,5.7527035096427426e-05,6.246395787457004e-05,7.454820297425613e-05,7.038960757199675e-05,6.847895565442741e-05,6.517461588373408e-05,6.504880002466962e-05,6.469365325756371e-05,6.854440289316699e-05,7.126978016458452e-05,7.31831751181744e-05,7.433824066538364e-05,7.816178549546748e-05,7.96653184806928e-05,8.177626295946538e-05,8.623206667834893e-05,9.088417573366314e-05,9.797513484954834e-05,9.975341527024284e-05,0.0001077446504496038,0.00011902910773642361,0.00011969269689870998,0.00012764809071086347,0.00013287519686855376,0.0001366554497508332,0.00013299132115207613,0.00014165510947350413,0.00014855539484415203,0.0001470754505135119,0.00014699416351504624,0.0001434853475075215,0.00014263314369600266,0.0001400533801643178,0.0001505985128460452,0.00014934735372662544,0.00014862649550195783,0.00014829455176368356,0.00015439702838193625,0.00015394542424473912,0.00016234669601544738,0.00017762721108738333,0.00017850750009529293,0.00017970231419894844,0.00018723092216532677,0.00018587877275422215,0.00019143293320666999,0.00020917912479490042,0.00020430824952200055,0.00020517653319984674,0.00021167231898289174,0.00021368934540078044,0.0002187741920351982,0.00022614588669966906,0.00024897829280234873,0.000256867497228086,0.00025280393310822546,0.00026974669890478253,0.0002659973397385329,0.00026421822258271277,0.0002605440386105329,0.00026307383086532354,0.00025597523199394345,0.00025851253303699195,0.0002601231972221285,0.0002613660180941224,0.0002747947000898421,0.00027923978632315993,0.00029078673105686903,0.00029109857860021293,0.00029998336685821414,0.0003053490654565394,0.00030831966432742774,0.00031034843414090574,0.00030686348327435553,0.00030623323982581496,0.0003437928971834481,0.0003380471607670188,0.00034023792250081897,0.0003418637497816235,0.0003485034976620227,0.000356229895260185,0.0003621821233537048,0.00036573316901922226,0.0003652868908829987,0.0004364695632830262,0.0004412385751493275
